district,year,office,candidate,party,writein,candidatevotes,totalvotes,
oklahoma2,2016,US House,Joshua Harris-Till,democrat,FALSE,62387,268870,
oklahoma2,2016,US House,Markwayne Mullin,republican,FALSE,189839,268870,
oklahoma2,2016,US House,John McCarthy,independent,FALSE,16644,268870,
oklahoma3,2016,US House,Frankie Robbins,democrat,FALSE,63090,290615,
oklahoma3,2016,US House,Frank D. Lucas,republican,FALSE,227525,290615,
oklahoma4,2016,US House,Tom Cole,republican,FALSE,204143,293189,
oklahoma4,2016,US House,Sevier White,libertarian,FALSE,12574,293189,
oklahoma4,2016,US House,Christina Owen,democrat,FALSE,76472,293189,
oklahoma5,2016,US House,Zachary Knight,libertarian,FALSE,17113,280570,
oklahoma5,2016,US House,Steve Russell,republican,FALSE,160184,280570,
oklahoma5,2016,US House,Al McAffrey,democrat,FALSE,103273,280570,
oregon1,2016,US House,Suzanne Bonamici,democrat,FALSE,225391,378095,
oregon1,2016,US House,Kyle Sheahan,libertarian,FALSE,12257,378095,
oregon1,2016,US House,Other,,FALSE,691,378095,
oregon1,2016,US House,Brian J. Heinrich,republican,FALSE,139756,378095,
oregon2,2016,US House,Greg Walden,republican,FALSE,272952,380739,
oregon2,2016,US House,Other,,FALSE,1147,380739,
oregon2,2016,US House,"James """"Jim"""" Crary",democrat,FALSE,106640,380739,
oregon3,2016,US House,David Delk,progressive,FALSE,27978,382355,
oregon3,2016,US House,Earl Blumenauer,democrat,FALSE,274687,382355,
oregon3,2016,US House,Other,,FALSE,1536,382355,
oregon3,2016,US House,David W. Walker,independent,FALSE,78154,382355,
oregon4,2016,US House,Gil Guthrie,libertarian,FALSE,6527,397568,
oregon4,2016,US House,Art Robinson,republican,FALSE,157743,397568,
oregon4,2016,US House,Other,,FALSE,476,397568,
oregon4,2016,US House,Mike Beilstein,pacific green,FALSE,12194,397568,
oregon4,2016,US House,Peter A. DeFazio,democrat,FALSE,220628,397568,
oregon5,2016,US House,Kurt Schrader,democrat,FALSE,199505,373108,
oregon5,2016,US House,Marvin Sandnes,pacific green,FALSE,12542,373108,
oregon5,2016,US House,Other,,FALSE,618,373108,
oregon5,2016,US House,Colm Willis,republican,FALSE,160443,373108,
pennsylvania1,2016,US House,Robert A. Brady,democrat,FALSE,245791,299010,
pennsylvania1,2016,US House,Deborah Williams,republican,FALSE,53219,299010,
pennsylvania2,2016,US House,Dwight Evans,democrat,FALSE,322514,357645,
pennsylvania2,2016,US House,James A. Jones,republican,FALSE,35131,357645,
pennsylvania3,2016,US House,Mike Kelly,republican,FALSE,244893,244893,
pennsylvania4,2016,US House,Joshua Burkholder,democrat,FALSE,113372,334000,
pennsylvania4,2016,US House,Scott Perry,republican,FALSE,220628,334000,
pennsylvania5,2016,US House,Glenn Thompson,republican,FALSE,206761,307843,
pennsylvania5,2016,US House,Kerith Strano Taylor,democrat,FALSE,101082,307843,
pennsylvania6,2016,US House,Mike Parrish,democrat,FALSE,155000,362469,
pennsylvania6,2016,US House,Ryan A. Costello,republican,FALSE,207469,362469,
pennsylvania7,2016,US House,Mary Ellen Balchunis,democrat,FALSE,153824,379502,
pennsylvania7,2016,US House,Patrick Meehan,republican,FALSE,225678,379502,
pennsylvania8,2016,US House,Steve Santarsiero,democrat,FALSE,173555,380818,
pennsylvania8,2016,US House,Brian Fitzpatrick,republican,FALSE,207263,380818,
pennsylvania9,2016,US House,Art Halvorson,democrat,FALSE,107985,294565,
pennsylvania9,2016,US House,Bill Shuster,republican,FALSE,186580,294565,
pennsylvania10,2016,US House,Mike Molesevich,democrat,FALSE,89823,301105,
pennsylvania10,2016,US House,Tom Marino,republican,FALSE,211282,301105,
pennsylvania11,2016,US House,Mike Marsicano,democrat,FALSE,113800,313221,
pennsylvania11,2016,US House,Lou Barletta,republican,FALSE,199421,313221,
pennsylvania12,2016,US House,Keith J. Rothfus,republican,FALSE,221851,359204,
pennsylvania12,2016,US House,Erin R. McClelland,democrat,FALSE,137353,359204,
pennsylvania13,2016,US House,Brendan F. Boyle,democrat,FALSE,239316,239316,
pennsylvania14,2016,US House,Michael F. Doyle,democrat,FALSE,255293,343292,
pennsylvania14,2016,US House,Lenny McAllister,republican,FALSE,87999,343292,
pennsylvania15,2016,US House,Rick Daugherty,democrat,FALSE,124129,326474,
pennsylvania15,2016,US House,Paul Rizzo,libertarian,FALSE,11727,326474,
pennsylvania15,2016,US House,Charles W. Dent,republican,FALSE,190618,326474,
pennsylvania16,2016,US House,Christina Hartman,democrat,FALSE,134586,313773,
pennsylvania16,2016,US House,Shawn Patrick House,libertarian,FALSE,10518,313773,
pennsylvania16,2016,US House,Lloyd K. Smucker,republican,FALSE,168669,313773,
pennsylvania17,2016,US House,Matt Cartwright,democrat,FALSE,157734,293164,
pennsylvania17,2016,US House,Matt Connolly,republican,FALSE,135430,293164,
pennsylvania18,2016,US House,Tim Murphy,republican,FALSE,293684,293684,
rhode_island1,2016,US House,David N. Cicilline,democrat,FALSE,130534,202371,
rhode_island1,2016,US House,NA,NA,TRUE,814,202371,
rhode_island1,2016,US House,Harold Russell Taub,republican,FALSE,71023,202371,
rhode_island2,2016,US House,NA,NA,TRUE,544,229148,
rhode_island2,2016,US House,Jeffrey C. Johnson,independent,FALSE,16253,229148,
rhode_island2,2016,US House,Rhue R. Reis,republican,FALSE,70301,229148,
rhode_island2,2016,US House,Salvatore G. Caiozzo,independent,FALSE,8942,229148,
rhode_island2,2016,US House,James R. Langevin,democrat,FALSE,133108,229148,
south_carolina1,2016,US House,NA,NA,TRUE,593,325170,
south_carolina1,2016,US House,Dimitri Cherny,working families,FALSE,5757,325170,
south_carolina1,2016,US House,Dimitri Cherny,green,FALSE,3483,325170,
south_carolina1,2016,US House,Albert Travison,american,FALSE,2774,325170,
south_carolina1,2016,US House,Michael Grier Jr,libertarian,FALSE,11614,325170,
south_carolina1,2016,US House,Mark Sanford,republican,FALSE,190410,325170,
south_carolina1,2016,US House,Dimitri Cherny,democrat,FALSE,110539,325170,
south_carolina2,2016,US House,NA,NA,TRUE,354,304996,
south_carolina2,2016,US House,Arik Bjorn,green,FALSE,4146,304996,
south_carolina2,2016,US House,Arik Bjorn,democrat,FALSE,105306,304996,
south_carolina2,2016,US House,Joe Wilson,republican,FALSE,183746,304996,
south_carolina2,2016,US House,Eddie McCain,american,FALSE,11444,304996,
south_carolina3,2016,US House,Hosea Cleveland,democrat,FALSE,72933,269540,
south_carolina3,2016,US House,Jeff Duncan,republican,FALSE,196325,269540,
south_carolina3,2016,US House,NA,NA,TRUE,282,269540,
south_carolina4,2016,US House,Michael Chandler,constitution,FALSE,5103,295670,
south_carolina4,2016,US House,Trey Gowdy,republican,FALSE,198648,295670,
south_carolina4,2016,US House,NA,NA,TRUE,243,295670,
south_carolina4,2016,US House,Chris Fedalei,democrat,FALSE,91676,295670,
south_carolina5,2016,US House,NA,NA,TRUE,177,273006,
south_carolina5,2016,US House,Rudy Barnes Jr,american,FALSE,5388,273006,
south_carolina5,2016,US House,Fran Person,democrat,FALSE,105772,273006,
south_carolina5,2016,US House,Mick Mulvaney,republican,FALSE,161669,273006,
south_carolina6,2016,US House,James E. Clyburn,democrat,FALSE,177947,253901,
south_carolina6,2016,US House,NA,NA,TRUE,225,253901,
south_carolina6,2016,US House,Laura Sterling,republican,FALSE,70099,253901,
south_carolina6,2016,US House,Prince Charles Mallory,green,FALSE,2499,253901,
south_carolina6,2016,US House,Rich Piotrowski,libertarian,FALSE,3131,253901,
south_carolina7,2016,US House,Mal Hyman,working families,FALSE,6747,289463,
south_carolina7,2016,US House,NA,NA,TRUE,251,289463,
south_carolina7,2016,US House,Tom Rice,republican,FALSE,176468,289463,
south_carolina7,2016,US House,Mal Hyman,democrat,FALSE,103454,289463,
south_carolina7,2016,US House,Mal Hyman,green,FALSE,2543,289463,
south_dakota,2016,US House,Kristi L. Noem,republican,FALSE,237163,369973,
south_dakota,2016,US House,Paula Hawks,democrat,FALSE,132810,369973,
tennessee1,2016,US House,Robert D. Franklin,independent,FALSE,15702,253025,
tennessee1,2016,US House,NA,NA,TRUE,6,253025,
tennessee1,2016,US House,Alan Bohms,democrat,FALSE,39024,253025,
tennessee1,2016,US House,David P. Roe,republican,FALSE,198293,253025,
tennessee2,2016,US House,Stuart Starr,democrat,FALSE,68401,280856,
tennessee2,2016,US House,John J. Duncan Jr,republican,FALSE,212455,280856,
tennessee3,2016,US House,Cassandra Mitchell,independent,FALSE,5075,266006,
tennessee3,2016,US House,Topher Kersting,independent,FALSE,2493,266006,
tennessee3,2016,US House,Rick Tyler,independent,FALSE,5098,266006,
tennessee3,2016,US House,Melody Shekari,democrat,FALSE,76727,266006,
tennessee3,2016,US House,"Charles J. """"Chuck"""" Fleischmann",republican,FALSE,176613,266006,
tennessee4,2016,US House,Scott DesJarlais,republican,FALSE,165796,254937,
tennessee4,2016,US House,Steven Reynolds,democrat,FALSE,89141,254937,
tennessee5,2016,US House,Stacy Ries Snyder,republican,FALSE,102433,273544,
tennessee5,2016,US House,Jim Cooper,democrat,FALSE,171111,273544,
tennessee6,2016,US House,David Ross,independent,FALSE,20261,284490,
tennessee6,2016,US House,David W. Kent,democrat,FALSE,61995,284490,
tennessee6,2016,US House,Diane Black,republican,FALSE,202234,284490,
tennessee7,2016,US House,Marsha Blackburn,republican,FALSE,200407,277513,
tennessee7,2016,US House,Tharon Chandler,democrat,FALSE,65226,277513,
tennessee7,2016,US House,Leonard D. Ladner,independent,FALSE,11880,277513,
tennessee8,2016,US House,James Hart,independent,FALSE,4057,282733,
tennessee8,2016,US House,Adrian M. Montague,independent,FALSE,2497,282733,
tennessee8,2016,US House,Mark J. Rawles,independent,FALSE,2445,282733,
tennessee8,2016,US House,Karen Free Spirit Talley-Lane,independent,FALSE,1981,282733,
tennessee8,2016,US House,Shelia L. Godwin,independent,FALSE,6442,282733,
tennessee8,2016,US House,David Kustoff,republican,FALSE,194386,282733,
tennessee8,2016,US House,Rickey Hobson,democrat,FALSE,70925,282733,
tennessee9,2016,US House,Paul Cook,independent,FALSE,5203,217957,
tennessee9,2016,US House,Wayne Alberson,republican,FALSE,41123,217957,
tennessee9,2016,US House,Steve Cohen,democrat,FALSE,171631,217957,
texas1,2016,US House,NA,NA,TRUE,66,260409,
texas1,2016,US House,Shirley J. McKellar,democrat,FALSE,62847,260409,
texas1,2016,US House,Phil Gray,libertarian,FALSE,5062,260409,
texas1,2016,US House,Louie Gohmert,republican,FALSE,192434,260409,
texas2,2016,US House,James B. Veasaw,libertarian,FALSE,6429,278236,
texas2,2016,US House,Pat Bryan,democrat,FALSE,100231,278236,
texas2,2016,US House,Joshua Darr,green,FALSE,2884,278236,
texas2,2016,US House,Ted Poe,republican,FALSE,168692,278236,
texas3,2016,US House,Scott Jameson,libertarian,FALSE,10448,316467,
texas3,2016,US House,Sam Johnson,republican,FALSE,193684,316467,
texas3,2016,US House,Paul Blair,green,FALSE,2915,316467,
texas3,2016,US House,Adam P. Bell,democrat,FALSE,109420,316467,
texas4,2016,US House,Cody Wommack,libertarian,FALSE,29577,246220,
texas4,2016,US House,John Ratcliffe,republican,FALSE,216643,246220,
texas5,2016,US House,Ken Ashby,libertarian,FALSE,37406,192875,
texas5,2016,US House,Jeb Hensarling,republican,FALSE,155469,192875,
texas6,2016,US House,Darrel Smith Jr,green,FALSE,7185,273296,
texas6,2016,US House,Ruby Faye Woolridge,democrat,FALSE,106667,273296,
texas6,2016,US House,Joe Barton,republican,FALSE,159444,273296,
texas7,2016,US House,John Abney Culberson,republican,FALSE,143542,255533,
texas7,2016,US House,James Cargas,democrat,FALSE,111991,255533,
texas8,2016,US House,Kevin Brady,republican,FALSE,236379,236379,
texas9,2016,US House,Jeff Martin,republican,FALSE,36491,188523,
texas9,2016,US House,Al Green,democrat,FALSE,152032,188523,
texas10,2016,US House,Tawana W. Cadien,democrat,FALSE,120170,312600,
texas10,2016,US House,Bill Kelsey,libertarian,FALSE,13209,312600,
texas10,2016,US House,Michael T. McCaul,republican,FALSE,179221,312600,
texas11,2016,US House,K. Michael Conaway,republican,FALSE,201871,225548,
texas11,2016,US House,Nicholas Landholt,libertarian,FALSE,23677,225548,
texas12,2016,US House,Kay Granger,republican,FALSE,196482,283115,
texas12,2016,US House,Bill Bradshaw,democrat,FALSE,76029,283115,
texas12,2016,US House,Ed Colliver,libertarian,FALSE,10604,283115,
texas13,2016,US House,Mac Thornberry,republican,FALSE,199050,221242,
texas13,2016,US House,"H. F. """"Rusty"""" Tomlinson",green,FALSE,7467,221242,
texas13,2016,US House,Calvin DeWeese,libertarian,FALSE,14725,221242,
texas14,2016,US House,Michael Cole,democrat,FALSE,99054,259685,
texas14,2016,US House,Randy K. Weber Sr.,republican,FALSE,160631,259685,
texas15,2016,US House,Vicente Gonzalez,democrat,FALSE,101712,177479,
texas15,2016,US House,Vanessa S. Tijerina,green,FALSE,5448,177479,
texas15,2016,US House,Ross Lynn Leone,libertarian,FALSE,3442,177479,
texas15,2016,US House,Tim Westley,republican,FALSE,66877,177479,
texas16,2016,US House,Beto O'Rourke,democrat,FALSE,150228,175229,
texas16,2016,US House,Mary L. Gourdoux,green,FALSE,7510,175229,
texas16,2016,US House,Jaime O. Perez,libertarian,FALSE,17491,175229,
texas17,2016,US House,Bill Flores,republican,FALSE,149417,245728,
texas17,2016,US House,William Matta,democrat,FALSE,86603,245728,
texas17,2016,US House,Clark Patterson,libertarian,FALSE,9708,245728,
texas18,2016,US House,Thomas Kleven,green,FALSE,5845,204308,
texas18,2016,US House,Lori Bartley,republican,FALSE,48306,204308,
texas18,2016,US House,Sheila Jackson Lee,democrat,FALSE,150157,204308,
texas19,2016,US House,Troy Bonar,libertarian,FALSE,17376,203475,
texas19,2016,US House,Mark Lawson,green,FALSE,9785,203475,
texas19,2016,US House,Jodey Arrington,republican,FALSE,176314,203475,
texas20,2016,US House,Jeffrey C. Blunt,libertarian,FALSE,29055,187669,
texas20,2016,US House,Joaquin Castro,democrat,FALSE,149640,187669,
texas20,2016,US House,Paul Pipkin,green,FALSE,8974,187669,
texas21,2016,US House,Tom Wakely,democrat,FALSE,129765,356031,
texas21,2016,US House,Lamar Smith,republican,FALSE,202967,356031,
texas21,2016,US House,Mark Loewe,libertarian,FALSE,14735,356031,
texas21,2016,US House,"Antonio """"Tony"""" Diaz",green,FALSE,8564,356031,
texas22,2016,US House,Mark Gibson,democrat,FALSE,123679,305543,
texas22,2016,US House,Pete Olson,republican,FALSE,181864,305543,
texas23,2016,US House,Will Hurd,republican,FALSE,110577,228965,
texas23,2016,US House,Pete P. Gallego,democrat,FALSE,107526,228965,
texas23,2016,US House,Ruben S. Corvalan,libertarian,FALSE,10862,228965,
texas24,2016,US House,Kevin McCormick,green,FALSE,3776,275635,
texas24,2016,US House,Kenny Marchant,republican,FALSE,154845,275635,
texas24,2016,US House,Jan McDowell,democrat,FALSE,108389,275635,
texas24,2016,US House,Mike Kolls,libertarian,FALSE,8625,275635,
texas25,2016,US House,Loren Marc Schneiderman,libertarian,FALSE,12135,310196,
texas25,2016,US House,Kathi Thomas,democrat,FALSE,117073,310196,
texas25,2016,US House,Roger Williams,republican,FALSE,180988,310196,
texas26,2016,US House,Eric Mauck,democrat,FALSE,94507,319080,
texas26,2016,US House,Mark Boler,libertarian,FALSE,12843,319080,
texas26,2016,US House,Michael C. Burgess,republican,FALSE,211730,319080,
texas27,2016,US House,Blake Farenthold,republican,FALSE,142251,230580,
texas27,2016,US House,"Raul """"Roy"""" Barrera",democrat,FALSE,88329,230580,
texas28,2016,US House,Henry Cuellar,democrat,FALSE,122086,184442,
texas28,2016,US House,Michael D. Cary,green,FALSE,4616,184442,
texas28,2016,US House,Zeffen Hardin,republican,FALSE,57740,184442,
texas29,2016,US House,N. Ruben Perez,libertarian,FALSE,3234,131982,
texas29,2016,US House,James Partsch-Galvan,green,FALSE,1453,131982,
texas29,2016,US House,Julio Garza,republican,FALSE,31646,131982,
texas29,2016,US House,Gene Green,democrat,FALSE,95649,131982,
texas30,2016,US House,Eddie Bernice Johnson,democrat,FALSE,170502,218826,
texas30,2016,US House,Charles Lingerfelt,republican,FALSE,41518,218826,
texas30,2016,US House,Thom Prentice,green,FALSE,2053,218826,
texas30,2016,US House,Jarrett R. Woods,libertarian,FALSE,4753,218826,
texas31,2016,US House,John R. Carter,republican,FALSE,166060,284588,
texas31,2016,US House,Scott Ballard,libertarian,FALSE,14676,284588,
texas31,2016,US House,Mike Clark,democrat,FALSE,103852,284588,
texas32,2016,US House,Ed Rankin,libertarian,FALSE,43490,229171,
texas32,2016,US House,Pete Sessions,republican,FALSE,162868,229171,
texas32,2016,US House,Gary Stuard,green,FALSE,22813,229171,
texas33,2016,US House,M. Mark Mitchell,republican,FALSE,33222,126369,
texas33,2016,US House,Marc A. Veasey,democrat,FALSE,93147,126369,
texas34,2016,US House,Filemon Vela,democrat,FALSE,104638,166961,
texas34,2016,US House,Rey Gonzalez Jr,republican,FALSE,62323,166961,
texas35,2016,US House,Lloyd Doggett,democrat,FALSE,124612,197576,
texas35,2016,US House,Susan Narvaiz,republican,FALSE,62384,197576,
texas35,2016,US House,Rhett Rosenquest Smith,libertarian,FALSE,6504,197576,
texas35,2016,US House,Scott Trimble,green,FALSE,4076,197576,
texas36,2016,US House,Brian Babin,republican,FALSE,193675,218565,
texas36,2016,US House,Hal J. Ridley Jr,green,FALSE,24890,218565,
utah1,2016,US House,Craig Bowden,libertarian,FALSE,16296,277451,
utah1,2016,US House,Rob Bishop,republican,FALSE,182925,277451,
utah1,2016,US House,Chadwick H. Fairbanks III,unaffiliated,FALSE,4850,277451,
utah1,2016,US House,Peter C. Clemens,democrat,FALSE,73380,277451,
utah2,2016,US House,Paul J. McCollaum Jr,constitution,FALSE,12517,276819,
utah2,2016,US House,Chris Stewart,republican,FALSE,170524,276819,
utah2,2016,US House,Charlene Albarran,democrat,FALSE,93778,276819,
utah3,2016,US House,Jason Chaffetz,republican,FALSE,209589,285305,
utah3,2016,US House,Stephen P. Tryon,democrat,FALSE,75716,285305,
utah4,2016,US House,Doug Owens,democrat,FALSE,113413,274569,
utah4,2016,US House,Collin R. Simonsen,constitution,FALSE,13559,274569,
utah4,2016,US House,Mia B. Love,republican,FALSE,147597,274569,
vermont1,2016,US House,NA,NA,TRUE,1510,320467,
vermont1,2016,US House,Peter Welch,democrat,FALSE,264414,320467,
vermont1,2016,US House,Void Vote,,FALSE,481,320467,
vermont1,2016,US House,Erica Clawson,liberty union,FALSE,29410,320467,
vermont1,2016,US House,Blank Vote,,FALSE,24652,320467,
virginia1,2016,US House,Glenda Gail Parker,independent,FALSE,12866,384601,
virginia1,2016,US House,NA,NA,TRUE,737,384601,
virginia1,2016,US House,Robert J. Wittman,republican,FALSE,230213,384601,
